predicted_mean,observed_rate,count
0.012024358317631668,0.00910421069744757,6151
0.019885054007688904,0.01967479674796748,6150
0.02670960679655375,0.024390243902439025,6150
0.034648208716544074,0.034796747967479676,6150
0.044213508377826026,0.04747195577954804,6150
0.056830987544359245,0.05382113821138211,6151
0.07445973730626786,0.07203252032520326,6150
0.10042041376048153,0.10130081300813008,6150
0.14603837655071086,0.15495934959349594,6150
0.28574424844249974,0.28970899040806375,6151
